depth,hue/chroma,quadrant,direction,threshold_mean,threshold_se,n_measured,max_tested_mean
block_1,chroma,orange,neg,0.0671007722834109,0.002991560962755692,10,0.08989273349147356
block_1,chroma,orange,pos,0.09616490250119678,0.004431694538952467,10,0.1086228484305424
block_1,hue,orange,neg,0.04978273781071356,0.0028130175825268407,10,0.06124841550780319
block_1,hue,orange,pos,0.059483500892313246,0.00426368194184435,10,0.0695664068811366
block_1,chroma,purple,neg,0.0636901108156275,0.002131510353325781,10,0.07992087108926224
block_1,chroma,purple,pos,0.10835133864543126,0.006938722041465304,10,0.11457071997776536
block_1,hue,purple,neg,0.12445810335172822,0.005091627836473114,10,0.1344892104578054
block_1,hue,purple,pos,0.0897223156920818,0.003186440047794274,10,0.10042553969943142
block_2,chroma,orange,neg,0.05949092545452441,0.0019492965421674087,10,0.07632086959275905
block_2,chroma,orange,pos,0.09576265190387453,0.005076894349504555,10,0.1099986081588646
block_2,hue,orange,neg,0.032406683511144556,0.0012119396560370803,10,0.05058063939255669
block_2,hue,orange,pos,0.05064929498308183,0.001932494842730078,10,0.06612585244152477
block_2,chroma,purple,neg,0.05879346602113454,0.002924588865435805,10,0.0755649876534634
block_2,chroma,purple,pos,0.1045259067076979,0.005006762020873037,10,0.12182470417706678
block_2,hue,purple,neg,0.12131835491940408,0.005787000962596028,10,0.13095971674124054
block_2,hue,purple,pos,0.07241606233947573,0.0022280379370998517,10,0.08760374015992581
block_3,chroma,orange,neg,0.07088510532419337,0.0018907793659389393,10,0.08302357875698654
block_3,chroma,orange,pos,0.11602803324116628,0.004965069340737789,10,0.12649181606895327
block_3,hue,orange,neg,0.0427694699948461,0.0008734925414164112,10,0.06945462036074977
block_3,hue,orange,pos,0.05919365352642848,0.0022767647620405276,10,0.076364606496998
block_3,chroma,purple,neg,0.06614171432513916,0.0015191579866125477,10,0.08277084004649019
block_3,chroma,purple,pos,0.12583868498540074,0.0036573384786152147,10,0.13424675983143178
block_3,hue,purple,neg,0.1413701812754034,0.005023319756535151,10,0.14646506218811814
block_3,hue,purple,pos,0.0932213387926451,0.005136929180045008,10,0.10796871647590187
block_4,chroma,orange,neg,0.10153095126796483,0.0010770924559120234,10,0.11679069962553983
block_4,chroma,orange,pos,0.16574537645496212,0.0003123508869269765,10,0.1657845470186201
block_4,hue,orange,neg,0.10315700773570043,0.004422619252614399,10,0.11526997865159856
block_4,hue,orange,pos,0.15001434519296028,0.004950295472122941,10,0.15186650412942304
block_4,chroma,purple,neg,0.10283687792645538,0.0010344583677544283,10,0.12277974208414674
block_4,chroma,purple,pos,0.16530619533301047,0.0005368734696026909,10,0.16547847950270156
block_4,hue,purple,neg,0.16608494636989232,0.00023589144959933387,10,0.1661103321569916
block_4,hue,purple,pos,0.16648047855158982,0.00017706865425174317,10,0.16648451275560544
layer_1,chroma,orange,neg,0.07150816871129453,0.002337587146745479,10,0.08543216780016381
layer_1,chroma,orange,pos,0.07541765052395674,0.0054397189565892025,10,0.09045177536907141
layer_1,hue,orange,neg,0.048899850796682014,0.002352788645235218,10,0.07034181169228237
layer_1,hue,orange,pos,0.04895176461772925,0.004507328410556364,10,0.06388766877055871
layer_1,chroma,purple,neg,0.07073434975099938,0.003887803098187705,10,0.09015571514788681
layer_1,chroma,purple,pos,0.0748674375506609,0.00706061055693904,10,0.0854777894007406
layer_1,hue,purple,neg,0.07665672485971745,0.003487727326767429,10,0.08847813893510091
layer_1,hue,purple,pos,0.07706700555629742,0.0041356822007654484,10,0.0860791748131985
